method_id,origin,track,family,feature1,op1,threshold1,feature2,op2,threshold2,price_band,venue,full_n,full_wins,full_win_rate,full_roi,full_units,full_active_seasons,full_positive_seasons,full_negative_seasons,full_max_negative_streak,full_roi_se,train_n,train_wins,train_win_rate,train_roi,train_units,train_active_seasons,train_positive_seasons,train_negative_seasons,train_max_negative_streak,train_roi_se,validation_n,validation_wins,validation_win_rate,validation_roi,validation_units,validation_active_seasons,validation_positive_seasons,validation_negative_seasons,validation_max_negative_streak,validation_roi_se,holdout_n,holdout_wins,holdout_win_rate,holdout_roi,holdout_units,holdout_active_seasons,holdout_positive_seasons,holdout_negative_seasons,holdout_max_negative_streak,holdout_roi_se,raw_id,semantic1,semantic2,semantic_signature,positive_season_ratio,robust_score,research_tier
NFL-U255,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,1.0,recent_edge_giveaway_rate,>=,0.0,DOG35_49,AWAY,293,149,0.5085324232081911,0.2142320819112628,62.77,20,13,7,3,0.07049572605057557,134,71,0.5298507462686567,0.26753731343283577,35.849999999999994,9,7,2,1,0.10449446715442261,69,36,0.5217391304347826,0.25347826086956526,17.490000000000002,5,3,2,1,0.14699777968742625,90,42,0.4666666666666667,0.10477777777777778,9.43,6,3,3,3,0.12623000110105353,E0721,SPECIAL_TEAMS,TURNOVERS,SPECIAL_TEAMS+TURNOVERS,0.65,3.1368579250791218,B
NFL-U256,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,83,46,0.5542168674698795,0.35795180722891573,29.710000000000004,15,9,6,2,0.13583329299631325,30,17,0.5666666666666667,0.37033333333333346,11.110000000000003,5,3,2,1,0.22446282406441642,26,16,0.6153846153846154,0.5623076923076924,14.620000000000001,5,4,1,1,0.25011646991093983,27,13,0.48148148148148145,0.1474074074074074,3.9799999999999995,5,2,3,2,0.23507142188748295,P00215,TRAVEL_CIRCADIAN,PASSING,PASSING+TRAVEL_CIRCADIAN,0.6,3.136742790499933,C
NFL-U257,EXISTING_1859,LONG,PAIR,recent_edge_fg_accuracy,<=,-0.25,rank_edge_sack_or_hit_rate,>=,1.0,DOG35_49,AWAY,101,55,0.5445544554455446,0.29534653465346533,29.83,18,12,6,2,0.11990941831698433,45,25,0.5555555555555556,0.29577777777777775,13.309999999999999,8,5,3,1,0.1772969001332439,21,11,0.5238095238095238,0.2661904761904762,5.59,4,3,1,1,0.27239980787217566,35,19,0.5428571428571428,0.31228571428571433,10.930000000000001,6,4,2,2,0.20861330303717845,E0371,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.6666666666666666,3.1364363180177195,B
NFL-U258,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,rank_edge_third_down_success,>=,6.0,DOG35_49,AWAY,248,127,0.5120967741935484,0.22524193548387098,55.86,20,16,4,2,0.0768328549789493,125,65,0.52,0.24776,30.970000000000002,9,8,1,1,0.1087112104496098,65,34,0.5230769230769231,0.2516923076923077,16.360000000000003,5,4,1,1,0.1509318123599148,58,28,0.4827586206896552,0.1470689655172414,8.530000000000001,6,4,2,2,0.15864005543425813,E0648,PASS_PROTECTION_RUSH,THIRD_DOWN,PASS_PROTECTION_RUSH+THIRD_DOWN,0.8,3.1315394925467612,B
NFL-U259,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,-0.0485448299264088,rank_edge_redzone_epa,>=,1.0,DOG35_49,AWAY,392,191,0.4872448979591837,0.16352040816326532,64.10000000000001,20,15,5,3,0.060972635975356876,162,80,0.49382716049382713,0.17851851851851852,28.92,9,7,2,1,0.09493366663046933,113,56,0.49557522123893805,0.1947787610619469,22.009999999999998,5,5,0,0,0.11526374810329316,117,55,0.4700854700854701,0.11256410256410261,13.170000000000005,6,3,3,3,0.11064650420377621,E0570,THIRD_DOWN,RED_ZONE,RED_ZONE+THIRD_DOWN,0.75,3.1314516886205657,B
NFL-U260,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,rank_edge_third_down_success,>=,0.0,DOG35_49,ANY,106,60,0.5660377358490566,0.374811320754717,39.730000000000004,18,14,4,1,0.11879525759848306,45,28,0.6222222222222222,0.5182222222222223,23.32,7,5,2,1,0.18058359067506627,31,17,0.5483870967741935,0.36129032258064514,11.2,5,5,0,0,0.228018458946933,30,15,0.5,0.17366666666666666,5.21,6,4,2,1,0.21972683319534203,P00191,TRAVEL_CIRCADIAN,THIRD_DOWN,THIRD_DOWN+TRAVEL_CIRCADIAN,0.7777777777777778,3.127823194210478,B
NFL-U261,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,6.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,135,72,0.5333333333333333,0.26281481481481483,35.480000000000004,20,16,4,1,0.10317961346689579,68,36,0.5294117647058824,0.2614705882352941,17.78,9,7,2,1,0.1468146216498778,26,13,0.5,0.23653846153846156,6.15,5,4,1,1,0.24953060074880434,41,23,0.5609756097560976,0.2817073170731707,11.549999999999999,6,5,1,1,0.18125406721728443,E0405,RUSHING,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+RUSHING,0.8,3.1268166266715403,A
NFL-U262,EXISTING_1859,LONG,PAIR,rank_edge_third_down_success,>=,10.0,rank_edge_sack_rate_allowed,>=,-6.0,DOG35_49,AWAY,184,91,0.4945652173913043,0.17869565217391306,32.88,20,14,6,3,0.08892268000693833,89,40,0.449438202247191,0.08269662921348314,7.359999999999999,9,5,4,3,0.12873012248204652,53,29,0.5471698113207547,0.2954716981132075,15.659999999999998,5,4,1,1,0.16542147559822906,42,22,0.5238095238095238,0.23476190476190484,9.860000000000003,6,5,1,1,0.18568742174445824,E0372,THIRD_DOWN,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+THIRD_DOWN,0.7,3.114663820981102,B
NFL-U263,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_off_epa_per_play,<=,-10.0,recent_edge_punt_return_average,>=,0.0,DOG35_49,AWAY,136,72,0.5294117647058824,0.28125,38.25,19,14,5,2,0.10506396212947723,51,29,0.5686274509803921,0.3868627450980393,19.730000000000004,8,7,1,1,0.17215189148211207,40,19,0.475,0.18350000000000005,7.340000000000002,5,3,2,1,0.20125425620598844,45,24,0.5333333333333333,0.24844444444444444,11.18,6,4,2,2,0.17824706368600404,E0496,EFFICIENCY,SPECIAL_TEAMS,EFFICIENCY+SPECIAL_TEAMS,0.7368421052631579,3.1116654865098266,A
NFL-U264,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,rank_edge_def_allowed_off_epa_per_play,<=,-10.0,DOG35_49,AWAY,116,65,0.5603448275862069,0.3661206896551724,42.47,18,14,4,1,0.11400464045052613,49,31,0.6326530612244898,0.56,27.44,9,7,2,1,0.17302210743099836,27,14,0.5185185185185185,0.2751851851851852,7.430000000000001,3,3,0,0,0.24397198146681978,40,20,0.5,0.19,7.6,6,4,2,1,0.19261892763186922,P00094,OTHER,EFFICIENCY,EFFICIENCY+OTHER,0.7777777777777778,3.111103219214417,B
NFL-U265,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,recent_edge_success_rate,>=,0.0744940502332196,DOG35_49,ANY,134,71,0.5298507462686567,0.24097014925373128,32.28999999999999,18,13,5,1,0.10225149535401439,68,35,0.5147058823529411,0.2175,14.79,9,6,3,1,0.1455630548634387,30,15,0.5,0.18233333333333332,5.47,4,3,1,1,0.22163171446847932,36,21,0.5833333333333334,0.3341666666666666,12.029999999999998,5,4,1,1,0.19233749067059266,E0320,PASS_PROTECTION_RUSH,EFFICIENCY,EFFICIENCY+PASS_PROTECTION_RUSH,0.7222222222222222,3.10253025452246,A
NFL-U266,EXISTING_1859,LONG,PAIR,recent_edge_success_rate,>=,0.0269838531157796,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,DOG35_49,AWAY,131,69,0.5267175572519084,0.2454961832061069,32.160000000000004,19,15,4,2,0.10456100179972923,59,30,0.5084745762711864,0.20711864406779665,12.220000000000002,9,7,2,2,0.15705185905223337,32,18,0.5625,0.3259375,10.43,4,4,0,0,0.2133076962068849,40,21,0.525,0.23775,9.51,6,4,2,1,0.19006054618975687,E0449,EFFICIENCY,EXPLOSIVENESS,EFFICIENCY+EXPLOSIVENESS,0.7894736842105263,3.0998477562200306,A
NFL-U267,CONTEXT_CORE_PAIR,LONG,PAIR,qb_prior_starts,<=,26.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,91,50,0.5494505494505495,0.32142857142857145,29.25,14,10,4,1,0.12716468238132062,51,27,0.5294117647058824,0.29549019607843136,15.07,6,5,1,1,0.1739851951613486,16,10,0.625,0.485,7.76,3,2,1,1,0.30066454175154517,24,13,0.5416666666666666,0.2675,6.42,5,3,2,1,0.24458131186977888,P00176,QB_CONTEXT,PASSING,PASSING+QB_CONTEXT,0.7142857142857143,3.0990325340465525,B
NFL-U268,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,rank_edge_rush_epa_per_carry,>=,15.0,DOG35_49,AWAY,87,50,0.5747126436781609,0.34505747126436787,30.020000000000003,13,10,3,1,0.12602404627528105,40,24,0.6,0.38575,15.43,5,4,1,1,0.18268049995580415,20,11,0.55,0.3635,7.27,3,3,0,0,0.2867781785356245,27,15,0.5555555555555556,0.2711111111111111,7.3199999999999985,5,3,2,1,0.2242317262265394,E0546,PASSING,RUSHING,PASSING+RUSHING,0.7692307692307693,3.075312883295189,B
NFL-U269,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,1.0,rank_edge_rush_epa_per_carry,>=,-1.0,DOG35_49,AWAY,291,142,0.4879725085910653,0.14783505154639176,43.02,20,14,6,3,0.06964774641144425,133,62,0.46616541353383456,0.10458646616541352,13.909999999999998,9,6,3,2,0.10371228139594309,75,36,0.48,0.1632,12.24,5,3,2,1,0.141869266046768,83,44,0.5301204819277109,0.2032530120481928,16.87,6,5,1,1,0.1261430963827314,E0325,PASS_PROTECTION_RUSH,RUSHING,PASS_PROTECTION_RUSH+RUSHING,0.7,3.0719403062626216,B
NFL-U270,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0484393846893847,recent_edge_yards_per_play,<=,-0.3706079944677775,DOG35_49,AWAY,96,49,0.5104166666666666,0.2397916666666667,23.020000000000003,17,13,4,2,0.12571523264333267,39,17,0.4358974358974359,0.06641025641025641,2.5900000000000003,8,5,3,2,0.1984339793326157,28,17,0.6071428571428571,0.4717857142857143,13.21,5,4,1,1,0.23011502390162542,29,15,0.5172413793103449,0.24896551724137927,7.219999999999999,4,4,0,0,0.23029716550642168,E0412,THIRD_DOWN,EFFICIENCY,EFFICIENCY+THIRD_DOWN,0.7647058823529411,3.067099294973973,B
NFL-U271,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-6.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,152,83,0.5460526315789473,0.2914473684210526,44.3,19,14,5,1,0.09685015753250253,69,39,0.5652173913043478,0.35608695652173916,24.57,9,7,2,1,0.1454420045942595,41,23,0.5609756097560976,0.33317073170731715,13.660000000000002,5,4,1,1,0.1890916796045171,42,21,0.5,0.1445238095238095,6.0699999999999985,5,3,2,1,0.1805454384048464,E0757,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.7368421052631579,3.0627582686581687,B
NFL-U272,EXISTING_1859,LONG,PAIR,rank_edge_off_epa_per_play,>=,10.0,rank_edge_pass_epa_per_dropback,>=,6.0,DOG35_49,AWAY,176,93,0.5284090909090909,0.25965909090909095,45.7,19,16,3,1,0.09088446703853412,89,49,0.550561797752809,0.3007865168539326,26.77,9,7,2,1,0.12656630773352268,46,23,0.5,0.21826086956521737,10.04,5,5,0,0,0.1837129940646436,41,21,0.5121951219512195,0.21682926829268295,8.89,5,4,1,1,0.18931598280239795,E0591,EFFICIENCY,PASSING,EFFICIENCY+PASSING,0.8421052631578947,3.059994530250823,A
NFL-U273,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_yards_per_play,<=,-10.0,rank_edge_rush_epa_per_carry,>=,10.0,DOG35_49,AWAY,96,52,0.5416666666666666,0.29302083333333334,28.130000000000003,18,12,6,3,0.12338412773889286,40,22,0.55,0.30924999999999997,12.37,8,6,2,1,0.19196066220278915,20,9,0.45,0.14349999999999996,2.869999999999999,4,2,2,2,0.29281058634155316,36,21,0.5833333333333334,0.3580555555555555,12.889999999999999,6,4,2,1,0.19551511915086894,E0309,EFFICIENCY,RUSHING,EFFICIENCY+RUSHING,0.6666666666666666,3.0544389977394544,B
NFL-U274,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,5.0,recent_edge_rush_epa_per_carry,>=,0.0657297309599617,DOG35_49,AWAY,140,73,0.5214285714285715,0.2550714285714285,35.709999999999994,19,14,5,2,0.10298941246278831,56,29,0.5178571428571429,0.2617857142857143,14.66,8,4,4,2,0.16531730747908274,40,22,0.55,0.32,12.8,5,5,0,0,0.19329365198432122,44,22,0.5,0.1875,8.25,6,5,1,1,0.18330911894033192,E0565,SPECIAL_TEAMS,RUSHING,RUSHING+SPECIAL_TEAMS,0.7368421052631579,3.0489980288178384,A
NFL-U275,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,4.326388888888889,rank_edge_def_allowed_yards_per_play,<=,-1.0,DOG35_49,AWAY,129,64,0.49612403100775193,0.19054263565891472,24.58,18,13,5,2,0.10710402950229682,63,28,0.4444444444444444,0.07238095238095239,4.5600000000000005,9,5,4,2,0.15332042861038983,21,13,0.6190476190476191,0.5242857142857144,11.010000000000002,3,3,0,0,0.2714411024676321,45,23,0.5111111111111111,0.20022222222222222,9.01,6,5,1,1,0.17897872140578436,E0433,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.7222222222222222,3.0484343297022596,A
NFL-U276,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672327,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,120,67,0.5583333333333333,0.3581666666666667,42.980000000000004,18,12,6,3,0.11188604542806613,61,37,0.6065573770491803,0.4840983606557378,29.530000000000005,8,6,2,2,0.1558353792067883,25,12,0.48,0.19720000000000007,4.9300000000000015,5,3,2,1,0.25647320847735083,34,18,0.5294117647058824,0.25058823529411767,8.520000000000001,5,3,2,1,0.20770880702633895,P00103,OTHER,PASSING,OTHER+PASSING,0.6666666666666666,3.04730021151878,B
NFL-U277,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,0.0,rank_edge_success_rate,>=,10.0,DOG35_49,AWAY,131,68,0.5190839694656488,0.21938931297709927,28.740000000000002,20,14,6,2,0.10385684825395364,64,31,0.484375,0.15578125,9.97,9,6,3,2,0.15119838826345755,30,16,0.5333333333333333,0.2646666666666667,7.940000000000001,5,4,1,1,0.22263971892823714,37,21,0.5675675675675675,0.29270270270270266,10.829999999999998,6,4,2,2,0.1895754101497099,E0360,TURNOVERS,EFFICIENCY,EFFICIENCY+TURNOVERS,0.7,3.0342689056117402,A
NFL-U278,EXISTING_1859,LONG,PAIR,rank_edge_third_down_success,>=,0.0,rank_edge_punt_return_average,>=,5.0,DOG35_49,AWAY,203,106,0.5221674876847291,0.24133004926108373,48.989999999999995,20,16,4,2,0.08436466092182356,91,50,0.5494505494505495,0.3143956043956044,28.61,9,8,1,1,0.12666784352559216,54,27,0.5,0.16962962962962963,9.16,5,4,1,1,0.16216821484670244,58,29,0.5,0.19344827586206895,11.219999999999999,6,4,2,2,0.15967176550531678,E0588,THIRD_DOWN,SPECIAL_TEAMS,SPECIAL_TEAMS+THIRD_DOWN,0.8,3.033280679958719,A
NFL-U279,EXISTING_1859,LONG,PAIR,recent_edge_def_allowed_pass_epa_per_dropback,<=,0.1877710995424263,recent_edge_success_rate,>=,0.0744940502332196,DOG35_49,ANY,148,79,0.5337837837837838,0.24324324324324326,36.0,18,12,6,3,0.09666336428935474,71,37,0.5211267605633803,0.22887323943661972,16.25,9,5,4,3,0.14191171757590365,33,19,0.5757575757575758,0.3442424242424243,11.360000000000001,4,3,1,1,0.2061892841316576,44,23,0.5227272727272727,0.1906818181818182,8.39,5,4,1,1,0.17482349834535255,E0560,PASSING,EFFICIENCY,EFFICIENCY+PASSING,0.6666666666666666,3.0323595507218446,B
NFL-U280,EXISTING_1859,LONG,PAIR,rank_edge_off_epa_per_play,>=,10.0,rank_edge_def_allowed_yards_per_play,<=,-10.0,DOG35_49,AWAY,117,63,0.5384615384615384,0.28931623931623934,33.85,18,13,5,2,0.11194925949061477,54,30,0.5555555555555556,0.3055555555555556,16.5,8,5,3,2,0.16186557964768084,32,17,0.53125,0.31875,10.2,5,4,1,1,0.22488561160388099,31,16,0.5161290322580645,0.2306451612903226,7.15,5,4,1,1,0.21945579586927616,E0583,EFFICIENCY,EFFICIENCY,EFFICIENCY,0.7222222222222222,3.017548798695955,B
NFL-U281,EXISTING_1859,LONG,PAIR,rank_edge_giveaway_rate,>=,-5.0,recent_edge_fg_accuracy,<=,-0.25,DOG35_49,AWAY,122,65,0.5327868852459017,0.2580327868852459,31.479999999999997,19,14,5,2,0.10830039208960161,59,31,0.5254237288135594,0.24661016949152545,14.55,9,6,3,2,0.15761178070585366,22,12,0.5454545454545454,0.25999999999999995,5.719999999999999,4,4,0,0,0.25447765021485574,41,22,0.5365853658536586,0.2734146341463415,11.21,6,4,2,2,0.18838129786390673,E0434,TURNOVERS,SPECIAL_TEAMS,SPECIAL_TEAMS+TURNOVERS,0.7368421052631579,3.01695029787418,A
NFL-U282,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,rank_edge_third_down_success,>=,6.0,DOG35_49,AWAY,123,69,0.5609756097560976,0.32414634146341453,39.86999999999999,20,16,4,2,0.10715101409597046,61,36,0.5901639344262295,0.40459016393442626,24.680000000000003,9,8,1,1,0.15293513996671562,29,16,0.5517241379310345,0.26965517241379305,7.8199999999999985,5,4,1,1,0.21846276793776495,33,17,0.5151515151515151,0.22333333333333333,7.37,6,4,2,2,0.2112259788506474,E0680,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.8,3.016829277533416,A
NFL-U283,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,recent_edge_third_down_success,>=,0.0484393846893847,DOG35_49,AWAY,142,80,0.5633802816901409,0.3359154929577465,47.7,20,14,6,2,0.10013855923242612,67,42,0.6268656716417911,0.48835820895522386,32.72,9,8,1,1,0.14334341949328325,35,18,0.5142857142857142,0.20885714285714288,7.3100000000000005,5,4,1,1,0.20322598731650515,40,20,0.5,0.19175,7.67,6,2,4,2,0.19250970255268451,E0783,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.7,3.0152296257776596,A
NFL-U284,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,rank_edge_punt_return_average,>=,9.0,DOG35_49,AWAY,216,110,0.5092592592592593,0.23347222222222222,50.43,20,15,5,2,0.08332905619945294,102,55,0.5392156862745098,0.3002941176470589,30.630000000000006,9,8,1,1,0.12073968429020998,50,23,0.46,0.1332,6.66,5,2,3,2,0.17658401249656705,64,32,0.5,0.2053125,13.14,6,5,1,1,0.1533997929130734,E0553,PASS_PROTECTION_RUSH,SPECIAL_TEAMS,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.75,3.0129185321857017,B
NFL-U285,EXISTING_1859,LONG,UNIVARIATE,rank_edge_def_allowed_sack_or_hit_rate,>=,14.0,,,,DOG35_49,AWAY,184,92,0.5,0.18929347826086956,34.83,20,14,6,2,0.0886895782884766,78,37,0.47435897435897434,0.13346153846153844,10.409999999999998,9,6,3,2,0.13713832667587533,51,27,0.5294117647058824,0.25941176470588234,13.23,5,4,1,1,0.16923482044819793,55,28,0.509090909090909,0.20345454545454544,11.19,6,4,2,1,0.1624374975746187,E0443,PASS_PROTECTION_RUSH,,PASS_PROTECTION_RUSH,0.7,3.0077052485887537,A
NFL-U286,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.01250351782363906,rank_edge_third_down_success,>=,0.0,DOG35_49,AWAY,132,71,0.5378787878787878,0.27454545454545454,36.24,17,14,3,1,0.10406853978012816,55,31,0.5636363636363636,0.3283636363636364,18.060000000000002,7,6,1,1,0.1600514992112074,36,19,0.5277777777777778,0.2586111111111111,9.31,5,4,1,1,0.20294269766649697,41,21,0.5121951219512195,0.21634146341463417,8.870000000000001,5,4,1,1,0.18966361624985129,P00321,OTHER,THIRD_DOWN,OTHER+THIRD_DOWN,0.8235294117647058,3.002647077089577,A
NFL-U287,EXISTING_1859,LONG,PAIR,recent_edge_fg_accuracy,<=,-0.25,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,149,77,0.5167785234899329,0.24040268456375835,35.81999999999999,19,15,4,2,0.09960314319609734,64,34,0.53125,0.269375,17.24,8,6,2,1,0.1520910590014239,35,17,0.4857142857142857,0.14914285714285713,5.22,5,4,1,1,0.20478616493635435,50,26,0.52,0.26720000000000005,13.360000000000003,6,5,1,1,0.17521952179002923,E0426,SPECIAL_TEAMS,RED_ZONE,RED_ZONE+SPECIAL_TEAMS,0.7894736842105263,3.0016609965892265,B
NFL-U288,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,110,60,0.5454545454545454,0.3066363636363636,33.73,17,14,3,1,0.11557769301995649,49,28,0.5714285714285714,0.3828571428571429,18.76,8,6,2,1,0.17488626041411218,25,12,0.48,0.17880000000000001,4.470000000000001,3,3,0,0,0.25333003506624846,36,20,0.5555555555555556,0.2916666666666667,10.5,6,5,1,1,0.19724591854066933,P00228,TRAVEL_CIRCADIAN,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+TRAVEL_CIRCADIAN,0.8235294117647058,3.0011,B
NFL-U289,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,-0.0071892476066567,recent_edge_fg_accuracy,<=,-0.25,DOG35_49,AWAY,124,67,0.5403225806451613,0.29717741935483866,36.849999999999994,18,15,3,2,0.10907158692228704,58,33,0.5689655172413793,0.3617241379310344,20.979999999999997,8,6,2,2,0.1589876735303899,24,13,0.5416666666666666,0.2666666666666666,6.399999999999999,4,4,0,0,0.24642933157182648,42,21,0.5,0.2254761904761905,9.47,6,5,1,1,0.19260371427551407,E0582,TURNOVERS,SPECIAL_TEAMS,SPECIAL_TEAMS+TURNOVERS,0.8333333333333334,2.9991114086550903,A
NFL-U290,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-10.0,rank_edge_def_allowed_explosive_rate,<=,-6.0,DOG35_49,AWAY,168,88,0.5238095238095238,0.2682738095238096,45.07000000000001,20,13,7,2,0.09451831107205756,73,40,0.547945205479452,0.33630136986301373,24.550000000000004,9,6,3,2,0.14416683253472065,43,23,0.5348837209302325,0.3341860465116279,14.370000000000001,5,4,1,1,0.19411988183206808,52,25,0.4807692307692308,0.11826923076923078,6.15,6,3,3,2,0.16437383384049076,E0805,EFFICIENCY,EXPLOSIVENESS,EFFICIENCY+EXPLOSIVENESS,0.65,2.9956044888042346,B
NFL-U291,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,recent_edge_third_down_success,>=,0.0484393846893847,DOG35_49,ANY,210,110,0.5238095238095238,0.24600000000000002,51.660000000000004,20,14,6,2,0.08301372842402668,87,50,0.5747126436781609,0.361264367816092,31.430000000000003,9,8,1,1,0.12793455171085277,55,27,0.4909090909090909,0.17090909090909095,9.400000000000002,5,3,2,1,0.16373384675816766,68,33,0.4852941176470588,0.15926470588235295,10.83,6,3,3,2,0.14696136696127024,E0709,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.7,2.9796150657506226,A
NFL-U292,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-9.0,rank_edge_rush_epa_per_carry,>=,-1.0,DOG35_49,AWAY,432,210,0.4861111111111111,0.15349537037037037,66.31,20,15,5,2,0.057651738411427775,184,91,0.4945652173913043,0.18407608695652172,33.87,9,7,2,2,0.08922750674966849,115,55,0.4782608695652174,0.15347826086956523,17.650000000000002,5,3,2,2,0.1140362758586943,133,64,0.48120300751879697,0.11120300751879698,14.79,6,5,1,1,0.10122101663280886,E0623,SPECIAL_TEAMS,RUSHING,RUSHING+SPECIAL_TEAMS,0.75,2.9765041680506688,B
NFL-U293,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,9.0,rank_edge_def_allowed_yards_per_play,<=,-1.0,DOG35_49,AWAY,158,80,0.5063291139240507,0.22879746835443032,36.14999999999999,19,15,4,1,0.09764403450679236,65,33,0.5076923076923077,0.23661538461538462,15.38,9,7,2,1,0.15327173533326688,38,20,0.5263157894736842,0.2899999999999999,11.019999999999998,4,3,1,1,0.20289406803785623,55,27,0.4909090909090909,0.17727272727272725,9.749999999999998,6,5,1,1,0.16474640333090226,E0573,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.7894736842105263,2.95359532585848,A
NFL-U294,EXISTING_1859,LONG,PAIR,recent_edge_sack_rate_allowed,>=,2.1354823695116792e-05,rank_edge_rush_epa_per_carry,>=,-1.0,DOG35_49,AWAY,289,141,0.48788927335640137,0.15301038062283737,44.22,20,13,7,3,0.07020905792554893,132,63,0.4772727272727273,0.14136363636363636,18.66,9,6,3,2,0.10518600846440769,74,34,0.4594594594594595,0.10229729729729731,7.57,5,3,2,1,0.14114666964147987,83,44,0.5301204819277109,0.21674698795180722,17.99,6,4,2,2,0.12758639055005816,E0364,PASS_PROTECTION_RUSH,RUSHING,PASS_PROTECTION_RUSH+RUSHING,0.65,2.9526916761701574,B
NFL-U295,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_off_epa_per_play,<=,-10.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,243,126,0.5185185185185185,0.24234567901234566,58.88999999999999,20,15,5,1,0.0777345153810395,87,52,0.5977011494252874,0.44781609195402294,38.959999999999994,9,8,1,1,0.1292614086618367,70,32,0.45714285714285713,0.11442857142857142,8.01,5,3,2,1,0.1480311975000667,86,42,0.4883720930232558,0.13860465116279072,11.920000000000002,6,4,2,1,0.12745345040012585,E0803,EFFICIENCY,PASSING,EFFICIENCY+PASSING,0.75,2.9519000409669505,B
NFL-U296,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,recent_edge_punt_return_average,>=,2.472222222222221,DOG35_49,AWAY,133,71,0.5338345864661654,0.2880451127819548,38.309999999999995,19,13,6,2,0.10590104544726678,55,31,0.5636363636363636,0.36109090909090913,19.860000000000003,8,6,2,2,0.16481203919757442,34,19,0.5588235294117647,0.37999999999999995,12.919999999999998,5,3,2,2,0.21594050808105233,44,21,0.4772727272727273,0.12568181818181817,5.529999999999999,6,4,2,2,0.18125251262449488,E0815,PASSING,SPECIAL_TEAMS,PASSING+SPECIAL_TEAMS,0.6842105263157895,2.9434044492103046,B
