result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
W,JJ Aldrich,Vanessa Demopoulos,http://ufcstats.com/fighter-details/6fd953151d981979,http://ufcstats.com/fighter-details/2c483cf443f38ece,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30. Dave Hagen 27 - 30. Ron McCarthy 27 - 30.,--,Lil Monster,2021-08-28,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0db9d2486d564a3c,0,0.0,0.0,,,17 of 28,38 of 54,38 of 52,,,25 of 38,41 of 57,55 of 70,,,1 of 1,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,3:18,0:00,1:01,,,0,0.0,0.0,,,17 of 30,30 of 79,23 of 53,,,28 of 43,31 of 80,28 of 62,,,0 of 1,0 of 1,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:58,0:55,,,14 of 25,29 of 43,32 of 46,,,2 of 2,9 of 11,6 of 6,,,1 of 1,0 of 0,0 of 0,,,7 of 11,34 of 49,23 of 33,,,0 of 0,4 of 5,2 of 2,,,10 of 17,0 of 0,13 of 17,,,9 of 21,19 of 62,13 of 39,,,5 of 6,9 of 14,8 of 12,,,3 of 3,2 of 3,2 of 2,,,12 of 25,26 of 73,15 of 40,,,3 of 3,4 of 6,8 of 13,,,2 of 2,0 of 0,0 of 0,,,W,1992-09-29,1988-09-22,67.0,59.0,28.91229799379864,32.93154548005777,True,http://ufcstats.com/fighter-details/2c483cf443f38ece|http://ufcstats.com/fighter-details/6fd953151d981979,0.7880184331797235,True,True,1.2105263157894737,-475.0,4.0192474862591325,8.0,21.052631578947366
L,Shamil Abdurakhimov,Sergei Pavlovich,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,http://ufcstats.com/fighter-details/f14cf73e51b29254,Heavyweight Bout,KO/TKO,1,4:03,3 Rnd (5-5-5),Daniel Movahedi,Punches to Head On Ground,Abrek,--,2022-03-19,"London, England, United Kingdom",http://ufcstats.com/event-details/1d00756835ca67c9,0,,,,,17 of 34,,,,,17 of 34,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,21 of 47,,,,,22 of 48,,,,,0 of 0,,,,,0,,,,,0,,,,,0:12,,,,,4 of 16,,,,,4 of 5,,,,,9 of 13,,,,,17 of 34,,,,,0 of 0,,,,,0 of 0,,,,,21 of 46,,,,,0 of 1,,,,,0 of 0,,,,,6 of 22,,,,,4 of 8,,,,,11 of 17,,,,,L,1981-09-02,1992-05-13,76.0,84.0,40.54292695948582,29.84866219018871,False,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4|http://ufcstats.com/fighter-details/f14cf73e51b29254,0.7421203438395416,False,True,1.2857142857142856,-350.00000000000017,10.69426476929711,8.0,28.57142857142856
W,Tyson Pedro,Ike Villanueva,http://ufcstats.com/fighter-details/49e96ff8ab781589,http://ufcstats.com/fighter-details/f9d0cae37dabfafc,Light Heavyweight Bout,KO/TKO,1,4:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,--,Hurricane,2022-04-23,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/236a37d96d476164,1,,,,,22 of 29,,,,,22 of 29,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,4 of 22,,,,,4 of 22,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,10 of 17,,,,,5 of 5,,,,,7 of 7,,,,,19 of 25,,,,,1 of 1,,,,,2 of 3,,,,,2 of 20,,,,,1 of 1,,,,,1 of 1,,,,,4 of 21,,,,,0 of 1,,,,,0 of 0,,,,,W,1991-09-17,1984-04-04,79.0,73.0,30.59884871010356,38.05143158312628,True,http://ufcstats.com/fighter-details/49e96ff8ab781589|http://ufcstats.com/fighter-details/f9d0cae37dabfafc,0.8259833134684148,True,True,1.1587301587301586,-630.0000000000005,7.45258287302272,6.0,15.873015873015861
L,Tim Means,Kevin Holland,http://ufcstats.com/fighter-details/4b47e71384a9522f,http://ufcstats.com/fighter-details/3a46b268013afede,Welterweight Bout,Submission,2,1:28,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground,The Dirty Bird,Trailblazer,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6,0,0.0,,,,14 of 34,7 of 12,,,,18 of 40,7 of 12,,,,2 of 4,0 of 1,,,,0,0.0,,,,0,0.0,,,,1:30,0:00,,,,0,0.0,,,,27 of 70,9 of 20,,,,44 of 89,9 of 20,,,,0 of 0,0 of 1,,,,0,1.0,,,,0,0.0,,,,0:02,0:07,,,,7 of 22,1 of 3,,,,6 of 10,5 of 7,,,,1 of 2,1 of 2,,,,13 of 33,7 of 12,,,,1 of 1,0 of 0,,,,0 of 0,0 of 0,,,,21 of 57,5 of 14,,,,2 of 6,1 of 3,,,,4 of 7,3 of 3,,,,24 of 65,9 of 20,,,,3 of 5,0 of 0,,,,0 of 0,0 of 0,,,,L,1984-02-20,1992-11-05,75.0,81.0,38.32522228382513,29.615940094594688,False,http://ufcstats.com/fighter-details/3a46b268013afede|http://ufcstats.com/fighter-details/4b47e71384a9522f,0.745958429561201,False,True,1.2941176470588236,-339.99999999999994,8.70928218923044,6.0,29.41176470588236
W,Tatsuro Taira,Jesus Aguilar,http://ufcstats.com/fighter-details/4461d7e47375a895,http://ufcstats.com/fighter-details/c051c2e12d692b8a,Flyweight Bout,Submission,1,4:20,3 Rnd (5-5-5),Chris Tognoni,Triangle Armbar From Bottom Guard,--,--,2023-02-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/d26394fc0e8e880a,0,,,,,1 of 1,,,,,5 of 5,,,,,1 of 1,,,,,2,,,,,0,,,,,3:49,,,,,0,,,,,2 of 2,,,,,2 of 2,,,,,0 of 0,,,,,1,,,,,0,,,,,0:23,,,,,1 of 1,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,0 of 0,,,,,1 of 1,,,,,0 of 0,,,,,1 of 1,,,,,1 of 1,,,,,2 of 2,,,,,0 of 0,,,,,0 of 0,,,,,W,2000-01-27,1996-03-13,70.0,62.0,23.02306002176636,26.8971984366551,True,http://ufcstats.com/fighter-details/4461d7e47375a895|http://ufcstats.com/fighter-details/c051c2e12d692b8a,0.8928571428571428,True,True,1.08,-1249.9999999999989,3.8741384148887406,8.0,8.000000000000007
W,Randy Brown,Francisco Trinaldo,http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Sal D'amato 28 - 29. Eric Colon 28 - 29.,Rudeboy,Massaranduba,2022-10-01,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4f670b7972fa0a2e,1,0.0,0.0,,,23 of 49,25 of 69,12 of 23,,,27 of 53,25 of 69,13 of 26,,,0 of 0,0 of 1,0 of 0,,,1,0.0,0.0,,,1,0.0,0.0,,,0:38,0:00,0:00,,,0,0.0,0.0,,,9 of 15,19 of 37,12 of 15,,,13 of 19,22 of 40,47 of 52,,,1 of 3,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:04,0:50,3:27,,,8 of 28,15 of 55,7 of 18,,,2 of 5,6 of 9,2 of 2,,,13 of 16,4 of 5,3 of 3,,,21 of 46,25 of 69,10 of 21,,,0 of 1,0 of 0,0 of 0,,,2 of 2,0 of 0,2 of 2,,,1 of 6,8 of 24,11 of 14,,,3 of 4,6 of 8,0 of 0,,,5 of 5,5 of 5,1 of 1,,,9 of 15,19 of 36,5 of 8,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,7 of 7,,,W,1990-07-08,1978-08-24,78.0,70.0,32.2333791932757,44.10494397557787,True,http://ufcstats.com/fighter-details/a8283a4f415e1eb9|http://ufcstats.com/fighter-details/c6aee362c7a7d482,0.7388632872503841,True,True,1.3076923076923077,-325.0,11.871564782302165,8.0,30.76923076923077
W,Daniel Zellhuber,Christos Giagos,http://ufcstats.com/fighter-details/4148802ae4a50768,http://ufcstats.com/fighter-details/de45aaae23dfa392,Lightweight Bout,Submission,2,3:26,3 Rnd (5-5-5),Jason Herzog,Anaconda Choke On Ground,Golden Boy,The Spartan,2023-09-16,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/8fa2b06572365321,0,0.0,,,,12 of 50,24 of 51,,,,12 of 50,24 of 51,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:00,0:17,,,,0,0.0,,,,26 of 52,12 of 30,,,,26 of 52,12 of 30,,,,0 of 2,0 of 4,,,,0,0.0,,,,0,0.0,,,,0:00,0:11,,,,7 of 40,11 of 35,,,,2 of 7,9 of 12,,,,3 of 3,4 of 4,,,,12 of 50,23 of 50,,,,0 of 0,1 of 1,,,,0 of 0,0 of 0,,,,16 of 37,9 of 26,,,,2 of 6,1 of 1,,,,8 of 9,2 of 3,,,,26 of 51,10 of 28,,,,0 of 1,2 of 2,,,,0 of 0,0 of 0,,,,W,1999-07-07,1990-01-23,77.0,71.0,24.19488422075744,33.64613920888177,True,http://ufcstats.com/fighter-details/4148802ae4a50768|http://ufcstats.com/fighter-details/de45aaae23dfa392,0.7135512302607419,True,True,1.3448275862068966,-290.0,9.45125498812433,6.0,34.48275862068966
W,Jamie Mullarkey,John Makdessi,http://ufcstats.com/fighter-details/af9f42e6894047fc,http://ufcstats.com/fighter-details/c21a036b4e012f1c,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jim Perdios,Mark Christie 28 - 29. Eric Colon 28 - 29. David Lethaby 28 - 29.,--,The Bull,2023-09-09,"Sydney, New South Wales, Australia",http://ufcstats.com/event-details/ece280745f8727b8,0,0.0,0.0,,,22 of 45,37 of 62,29 of 72,,,22 of 45,37 of 62,29 of 72,,,0 of 0,0 of 1,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,24 of 51,21 of 61,38 of 76,,,24 of 51,21 of 61,40 of 78,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,5 of 24,17 of 40,16 of 56,,,4 of 8,8 of 10,1 of 2,,,13 of 13,12 of 12,12 of 14,,,22 of 45,37 of 62,29 of 72,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,6 of 27,11 of 40,20 of 52,,,10 of 16,5 of 16,7 of 13,,,8 of 8,5 of 5,11 of 11,,,24 of 51,21 of 61,38 of 76,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1994-08-17,1985-05-03,74.0,68.0,29.062882879183007,38.35260135389501,True,http://ufcstats.com/fighter-details/af9f42e6894047fc|http://ufcstats.com/fighter-details/c21a036b4e012f1c,0.7179705215419501,True,True,1.3355704697986577,-298.00000000000006,9.289718474712004,6.0,33.55704697986577
L,Rani Yahya,Montel Jackson,http://ufcstats.com/fighter-details/94527830000ab715,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,Bantamweight Bout,KO/TKO,1,3:42,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,--,Quik,2023-04-22,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,,,,,7 of 21,,,,,7 of 22,,,,,0 of 3,,,,,0,,,,,0,,,,,0:08,,,,,1,,,,,9 of 21,,,,,10 of 23,,,,,0 of 0,,,,,0,,,,,0,,,,,1:17,,,,,1 of 10,,,,,1 of 2,,,,,5 of 9,,,,,7 of 21,,,,,0 of 0,,,,,0 of 0,,,,,7 of 18,,,,,1 of 2,,,,,1 of 1,,,,,5 of 14,,,,,0 of 0,,,,,4 of 7,,,,,L,1984-09-12,1992-04-24,67.0,75.0,38.607226705544946,30.993107319109907,False,http://ufcstats.com/fighter-details/94527830000ab715|http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,0.8219814241486068,False,True,1.1694915254237288,-590.0,7.614119386435039,8.0,16.94915254237288
W,Michael Morales,Jake Matthews,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,http://ufcstats.com/fighter-details/a845f0735bc67405,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Flores 27 - 30. Derek Cleary 28 - 29. Sal D'amato 28 - 29.,--,The Celtic Kid,2023-11-18,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/3feed7d02711d8b7,0,0.0,0.0,,,26 of 73,36 of 77,22 of 58,,,26 of 73,36 of 77,22 of 58,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:07,0:00,0:00,,,0,0.0,0.0,,,14 of 40,18 of 46,25 of 63,,,14 of 40,18 of 46,25 of 63,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:03,,,12 of 54,20 of 58,13 of 45,,,3 of 5,7 of 10,2 of 2,,,11 of 14,9 of 9,7 of 11,,,26 of 73,32 of 68,22 of 56,,,0 of 0,4 of 9,0 of 2,,,0 of 0,0 of 0,0 of 0,,,7 of 26,13 of 37,13 of 46,,,6 of 11,3 of 3,8 of 10,,,1 of 3,2 of 6,4 of 7,,,13 of 39,18 of 46,23 of 61,,,1 of 1,0 of 0,2 of 2,,,0 of 0,0 of 0,0 of 0,,,W,1999-06-24,1994-08-19,79.0,73.0,24.40296515328857,29.249060555658225,True,http://ufcstats.com/fighter-details/a845f0735bc67405|http://ufcstats.com/fighter-details/c32aeb1a59e6272d,0.7380410022779044,True,True,1.2777777777777777,-360.0000000000001,4.846095402369656,6.0,27.777777777777768
L,Li Jingliang,Carlos Prates,http://ufcstats.com/fighter-details/e64b96c07d7ce999,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Welterweight Bout,KO/TKO,2,4:02,3 Rnd (5-5-5),Matt Wynne,Punch to Head At Distance,The Leech,The Nightmare,2024-08-17,"Perth, Western Australia, Australia",http://ufcstats.com/event-details/32ba186f4b0e3267,0,0.0,,,,26 of 66,15 of 45,,,,26 of 66,15 of 45,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:23,,,,1,2.0,,,,25 of 36,30 of 48,,,,25 of 36,30 of 48,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,7 of 38,5 of 26,,,,4 of 9,0 of 1,,,,15 of 19,10 of 18,,,,26 of 66,15 of 45,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,18 of 27,26 of 43,,,,1 of 2,0 of 1,,,,6 of 7,4 of 4,,,,25 of 36,30 of 48,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,L,1988-03-20,1993-08-17,71.0,78.0,36.41142528594016,31.001321040130872,False,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3|http://ufcstats.com/fighter-details/e64b96c07d7ce999,0.771505376344086,False,True,1.2439024390243902,-410.0,5.41010424580929,7.0,24.390243902439025
W,Kennedy Nzechukwu,Chris Barnett,http://ufcstats.com/fighter-details/8667caa0451d245b,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Heavyweight Bout,KO/TKO,1,4:27,3 Rnd (5-5-5),Jason Herzog,Knee to Body At Distance,African Savage,Beastboy,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",http://ufcstats.com/event-details/221b2a3070c7ce3e,0,,,,,51 of 74,,,,,51 of 74,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,12 of 34,,,,,12 of 34,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,28 of 50,,,,,22 of 23,,,,,1 of 1,,,,,50 of 73,,,,,0 of 0,,,,,1 of 1,,,,,3 of 22,,,,,2 of 3,,,,,7 of 9,,,,,12 of 34,,,,,0 of 0,,,,,0 of 0,,,,,W,1992-06-13,1986-06-14,83.0,75.0,32.37027454362512,38.36902879593695,True,http://ufcstats.com/fighter-details/7a5e8c94a86f9895|http://ufcstats.com/fighter-details/8667caa0451d245b,0.8524590163934427,True,True,1.125,-800.0,5.9987542523118265,8.0,12.5
W,Shi Ming,Feng Xiaocan,http://ufcstats.com/fighter-details/d683f4870742b273,http://ufcstats.com/fighter-details/c940b42df95bbd28,Women's Strawweight Bout,KO/TKO,3,0:46,3 Rnd + OT (5-5-5-5),Kevin Sataki,Kick to Head At Distance,--,--,2024-11-23,"Macau, China",http://ufcstats.com/event-details/e955046551f8c7dd,0,0.0,1.0,,,12 of 38,13 of 61,5 of 9,,,12 of 39,16 of 64,5 of 9,,,1 of 2,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:26,0:27,0:00,,,0,0.0,0.0,,,18 of 37,27 of 59,3 of 6,,,25 of 45,30 of 63,3 of 6,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,1:03,0:02,0:00,,,4 of 25,5 of 45,4 of 6,,,4 of 7,6 of 14,1 of 3,,,4 of 6,2 of 2,0 of 0,,,12 of 36,13 of 59,3 of 6,,,0 of 2,0 of 2,0 of 0,,,0 of 0,0 of 0,2 of 3,,,8 of 24,19 of 48,2 of 5,,,0 of 2,2 of 5,0 of 0,,,10 of 11,6 of 6,1 of 1,,,17 of 35,27 of 59,3 of 6,,,0 of 1,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,W,1994-11-14,2001-12-27,60.0,66.0,30.02662614564296,22.908067927472842,True,http://ufcstats.com/fighter-details/c940b42df95bbd28|http://ufcstats.com/fighter-details/d683f4870742b273,0.7994561522773623,False,False,1.2040816326530612,-490.0,7.118558218170119,6.0,-100.0
L,Gilbert Burns,Michael Morales,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Welterweight Bout,KO/TKO,1,3:39,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,Durinho,--,2025-05-17,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/8ad022dd81224f61,0,,,,,5 of 18,,,,,5 of 18,,,,,1 of 2,,,,,0,,,,,0,,,,,0:30,,,,,2,,,,,33 of 56,,,,,35 of 58,,,,,0 of 0,,,,,0,,,,,0,,,,,0:10,,,,,4 of 13,,,,,0 of 3,,,,,1 of 2,,,,,5 of 18,,,,,0 of 0,,,,,0 of 0,,,,,31 of 52,,,,,0 of 0,,,,,2 of 4,,,,,25 of 44,,,,,2 of 3,,,,,6 of 9,,,,,L,1986-07-20,1999-06-24,71.0,79.0,38.826259266104024,25.897862379104293,False,http://ufcstats.com/fighter-details/23024fdfc966410a|http://ufcstats.com/fighter-details/c32aeb1a59e6272d,0.8355795148247979,False,True,1.22,-454.5454545454546,12.928396886999732,8.0,21.999999999999996
