next_method_id,track,type,price_band,venue,semantic_signature,pre_score,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,full_n,full_roi,full_positive_seasons,full_active_seasons,feature1,op1,threshold1,feature2,op2,threshold2,feature3,op3,threshold3,season_ratio
NFL-NW151,MODERN,PAIR,FAV55_65,HOME,EFFICIENCY+PASSING,0.48108005553456384,30,0.233653425801302,21,0.20542662973326187,23,0.16425890341656985,103,0.109990281782835,12,17,rank_edge_def_allowed_yards_per_play,<=,-11.75,rank_edge_def_allowed_pass_epa_per_dropback,<=,-10.0,,,,0.7058823529411765
NFL-NW152,LONG,PAIR,DOG35_44,AWAY,THIRD_DOWN+TRAVEL_FATIGUE,1.0274117647058825,44,0.5000000000000001,34,0.45941176470588235,36,0.1638888888888889,114,0.38175438596491224,14,19,rank_edge_third_down_success,>=,5.0,adv_prior_road_miles_last4,>=,801.0648497063887,,,,0.7368421052631579
NFL-NW153,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+TURNOVERS,0.9586857142857144,28,0.4842857142857143,30,0.4240000000000001,33,0.16181818181818183,91,0.34747252747252755,13,17,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,recent_edge_giveaway_rate,>=,-0.00522518659735717,rank_edge_def_allowed_explosive_rate,<=,-9.0,0.7647058823529411
NFL-NW154,LONG,PAIR,DOG35_44,AWAY,RED_ZONE+THIRD_DOWN,0.7345490196078432,30,0.5136666666666667,34,0.16088235294117645,34,0.16176470588235295,98,0.26918367346938776,9,17,rank_edge_third_down_success,>=,5.0,rank_edge_redzone_epa,>=,8.0,,,,0.5294117647058824
NFL-NW155,LONG,PAIR,DOG35_49,AWAY,EXPLOSIVE+PASSING,0.8613833619210977,53,0.4767924528301886,44,0.2965909090909091,46,0.1606521739130435,143,0.31965034965034966,14,19,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.7368421052631579
NFL-NW156,LONG,PAIR,PK_55,AWAY,EFFICIENCY+TRAVEL_FATIGUE,0.5807606919486473,51,0.3295331387180751,43,0.16522755323057223,47,0.1601554788345838,141,0.22296654162242466,12,20,recent_edge_def_allowed_early_down_epa,<=,0.06340222728062009,prior_road_games_last5,<=,1.0,,,,0.6
NFL-NW157,LONG,PAIR,DOG35_49,ANY,EFFICIENCY+THIRD_DOWN,0.717503787878788,32,0.405625,33,0.24787878787878787,41,0.15439024390243902,106,0.25933962264150945,13,17,rank_edge_def_allowed_success_rate,<=,-14.400000000000006,recent_edge_third_down_success,>=,0.073765106582444,,,,0.7647058823529411
NFL-NW158,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+PENALTY+SPECIAL_TEAMS,0.5574140446317126,27,0.34157003564105987,18,0.18344400899065275,25,0.15428776645755796,98,0.20086826867674373,13,15,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,10.375,recent_edge_penalty_yards,<=,14.250000000000002,0.8666666666666667
NFL-NW159,LONG,TRIPLE,DOG35_44,ANY,OTHER+PRESSURE+SPECIAL_TEAMS,1.1593858974358973,26,0.3557692307692308,24,0.7604166666666666,20,0.152,70,0.43628571428571433,10,12,rank_edge_punt_return_average,>=,5.0,rank_edge_def_allowed_sack_or_hit_rate,>=,12.0,dc_team_tenure_seasons,<=,3.0,0.8333333333333334
NFL-NW160,LONG,TRIPLE,DOG35_49,ANY,OTHER+SPECIAL_TEAMS+THIRD_DOWN,0.9771253365973074,43,0.34976744186046516,19,0.5931578947368422,31,0.15129032258064518,93,0.3333333333333333,11,13,rank_edge_third_down_success,>=,3.0,dc_prior_role_seasons,<=,0.0,rank_edge_punt_return_average,>=,-5.300000000000011,0.8461538461538461
NFL-NW161,LONG,PAIR,DOG35_44,ANY,OTHER+TURNOVERS,1.0820476190476191,56,0.32946428571428577,24,0.7045833333333335,26,0.1496153846153846,106,0.37028301886792453,11,16,recent_edge_giveaway_rate,>=,0.01870410934683625,dc_team_tenure_seasons,<=,2.0,,,,0.6875
NFL-NW162,MODERN,PAIR,DOG35_49,HOME,OTHER+SPECIAL_TEAMS,0.621694117647059,34,0.18529411764705883,25,0.3864,50,0.1458,155,0.17896774193548387,15,20,hc_prior_role_seasons,<=,1.0,rank_edge_kick_return_average,>=,4.0,,,,0.75
NFL-NW163,LONG,PAIR,DOG35_49,ANY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.695817457555014,169,0.17674556213017753,153,0.21307189542483657,162,0.14296296296296299,484,0.17692148760330578,15,20,rank_edge_punt_return_average,>=,-5.300000000000011,adv_prior_road_miles_last3,>=,374.5215340745484,,,,0.75
NFL-NW164,MODERN,PAIR,FAV65_75,AWAY,PASSING+SPECIAL_TEAMS,0.4852401457399087,34,0.3171455262879363,19,0.13009461945197237,23,0.13853475345846672,97,0.20301060533858098,14,16,recent_edge_pass_epa_per_dropback,<=,0.06770346331454327,rank_edge_fg_accuracy,<=,10.375,,,,0.875
NFL-NW165,LONG,PAIR,DOG35_44,AWAY,EFFICIENCY+EXPLOSIVE,0.7280320855614975,33,0.5090909090909091,34,0.15294117647058822,29,0.13586206896551728,96,0.27020833333333333,13,18,recent_edge_def_allowed_early_down_epa,<=,-0.09400728392751176,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.7222222222222222
NFL-NW166,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+RUSHING+TURNOVERS,1.0534253101736974,31,0.6135483870967744,26,0.39307692307692305,31,0.13064516129032255,88,0.37829545454545455,10,15,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,recent_edge_giveaway_rate,>=,-0.00522518659735717,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,0.6666666666666666
NFL-NW167,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+RUSHING+TURNOVERS,1.0534253101736974,31,0.6135483870967744,26,0.39307692307692305,31,0.13064516129032255,88,0.37829545454545455,10,15,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.6666666666666666
NFL-NW168,LONG,PAIR,PK_55,AWAY,EFFICIENCY+THIRD_DOWN,0.5011788013323157,31,0.2990603190714698,23,0.1561184822608459,27,0.13019055964024964,81,0.20218197646298464,9,15,recent_edge_third_down_success,>=,0.06844705947647121,recent_edge_def_allowed_early_down_epa,<=,-0.05171949218137404,,,,0.6
NFL-NW169,LONG,PAIR,DOG35_49,ANY,THIRD_DOWN+TRAVEL_FATIGUE,0.6868482587064677,72,0.30583333333333335,67,0.24701492537313433,66,0.12833333333333335,205,0.22946341463414638,13,20,rank_edge_third_down_success,>=,3.0,adv_prior_road_miles_last4,>=,1044.6112121956915,,,,0.65
NFL-NW170,MODERN,PAIR,FAV65_75,AWAY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.44154712627224335,33,0.13797427295852893,18,0.26757285331371444,29,0.1282969783996524,123,0.14014752147653886,17,20,adv_road_miles4_per_rest_day,<=,-115.78694325261307,rank_edge_fg_accuracy,<=,10.375,,,,0.85
NFL-NW171,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+PASSING,1.1030191904047977,29,0.7137931034482757,23,0.34782608695652173,23,0.1282608695652174,75,0.422,8,15,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_explosive_rate,<=,-14.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,0.5333333333333333
NFL-NW172,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+PASSING,1.1030191904047977,29,0.7137931034482757,23,0.34782608695652173,23,0.1282608695652174,75,0.422,8,15,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-14.0,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,0.5333333333333333
NFL-NW173,LONG,PAIR,PK_55,AWAY,PASSING+SPECIAL_TEAMS,0.806974436150379,34,0.42114141390982646,21,0.34383302224055245,16,0.1264487505819759,71,0.33186593731404673,10,15,recent_edge_punt_return_average,>=,4.583333333333332,recent_edge_pass_epa_per_dropback,>=,-0.02603894308641782,,,,0.6666666666666666
NFL-NW174,MODERN,PAIR,DOG35_44,AWAY,EFFICIENCY+TRAVEL_FATIGUE,0.5365714285714286,35,0.296,21,0.19857142857142857,25,0.1256,106,0.19971698113207548,11,16,rank_edge_yards_per_play,<=,-10.0,adv_prior_road_streak,>=,1.0,,,,0.6875
NFL-NW175,MODERN,PAIR,DOG35_49,HOME,EFFICIENCY+PASSING,0.6959130434782609,55,0.316,23,0.33391304347826084,46,0.12543478260869567,170,0.12976470588235292,12,20,recent_edge_off_epa,<=,-9.779472528417342,recent_edge_pass_epa_per_dropback,<=,-0.25609551292435,,,,0.6
NFL-NW176,LONG,PAIR,DOG20_34,AWAY,OTHER+RUSHING,1.158516129032258,31,0.854516129032258,20,0.26399999999999996,19,0.12421052631578947,70,0.4875714285714286,9,14,rank_edge_rush_epa_per_carry,>=,12.0,dc_team_tenure_seasons,<=,1.0,,,,0.6428571428571429
NFL-NW177,LONG,PAIR,DOG35_49,ANY,OTHER+THIRD_DOWN,0.7389891107078039,38,0.18236842105263157,29,0.49862068965517237,33,0.12363636363636367,100,0.2547,10,14,dc_team_tenure_seasons,<=,1.0,rank_edge_third_down_success,>=,12.0,,,,0.7142857142857143
NFL-NW178,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+THIRD_DOWN+TRAVEL_FATIGUE,1.073101754385965,38,0.6973684210526315,18,0.3433333333333333,23,0.1230434782608696,79,0.449493670886076,12,15,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,adv_prior_road_miles_last3,>=,422.8974840393614,rank_edge_third_down_success,>=,3.0,0.8
NFL-NW179,MODERN,PAIR,DOG35_49,AWAY,EFFICIENCY+PASSING,0.4257746478873239,71,0.10577464788732392,20,0.27999999999999997,47,0.12191489361702129,203,0.18985221674876843,14,20,rank_edge_off_epa,>=,7.25,rank_edge_pass_epa_per_dropback,>=,7.0,,,,0.7
NFL-NW180,LONG,TRIPLE,DOG35_49,ANY,COACHING+OTHER+SPECIAL_TEAMS,0.7999339031339031,26,0.22461538461538463,27,0.5285185185185185,33,0.12151515151515148,86,0.28046511627906967,8,15,adv_prior_long_trips_last3,>=,1.0,coordinator_changes,>=,1.0,rank_edge_punt_return_average,>=,-5.300000000000011,0.5333333333333333
NFL-NW181,LONG,TRIPLE,DOG35_49,ANY,COACHING+OTHER+SPECIAL_TEAMS,0.7999339031339031,26,0.22461538461538463,27,0.5285185185185185,33,0.12151515151515148,86,0.28046511627906967,8,15,adv_prior_long_trips_last3,>=,1.0,major_staff_changes,>=,1.0,rank_edge_punt_return_average,>=,-5.300000000000011,0.5333333333333333
NFL-NW182,LONG,TRIPLE,DOG35_49,ANY,EXPLOSIVE+OTHER+SPECIAL_TEAMS,1.3430613636363635,44,0.42613636363636365,16,0.8881249999999999,32,0.11624999999999998,92,0.39869565217391306,11,14,dc_prior_role_seasons,<=,0.0,recent_edge_explosive_rate,<=,-0.016442658193492502,rank_edge_punt_return_average,>=,-5.300000000000011,0.7857142857142857
NFL-NW183,MODERN,PAIR,FAV65_75,AWAY,EFFICIENCY+SPECIAL_TEAMS,0.5351444736185431,31,0.30328226813234316,24,0.1838622054861999,35,0.11457310590312149,131,0.1843764752037993,16,18,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,8.0,,,,0.8888888888888888
NFL-NW184,MODERN,TRIPLE,FAV65_75,AWAY,CONTINUITY+EXPLOSIVE+SPECIAL_TEAMS,0.5535483947178852,25,0.20430271387731952,23,0.3078456808405657,48,0.11405082952706513,96,0.18398394087047007,10,12,rank_edge_def_allowed_explosive_rate,>=,1.0,adv_returning_offense_snap_share,<=,0.18398561615186812,rank_edge_fg_accuracy,<=,8.0,0.8333333333333334
NFL-NW185,MODERN,PAIR,DOG35_44,ANY,EFFICIENCY+OTHER,0.46116194331983806,65,0.12384615384615383,38,0.2613157894736842,78,0.11243589743589748,256,0.1667578125,13,20,rank_edge_def_allowed_success_rate,>=,7.0,oc_prior_role_seasons,<=,4.0,,,,0.65
NFL-NW186,LONG,TRIPLE,DOG20_34,AWAY,EFFICIENCY+PENALTY+RUSHING,1.2778888888888889,45,0.5622222222222222,15,0.6886666666666666,24,0.11208333333333331,84,0.4561904761904762,10,15,rank_edge_penalty_yards,>=,9.0,recent_edge_rush_epa_per_carry,>=,-0.07548729880051086,recent_edge_off_epa,>=,-0.5320208749928329,0.6666666666666666
NFL-NW187,LONG,TRIPLE,DOG20_34,AWAY,EFFICIENCY+PENALTY+RUSHING,1.2778888888888889,45,0.5622222222222222,15,0.6886666666666666,24,0.11208333333333331,84,0.4561904761904762,10,15,rank_edge_penalty_yards,>=,9.0,recent_edge_off_epa,>=,-0.5320208749928329,recent_edge_rush_epa_per_carry,>=,-0.07548729880051086,0.6666666666666666
NFL-NW188,LONG,PAIR,DOG35_44,HOME,SPECIAL_TEAMS+TURNOVERS,0.4635930680359435,38,0.2071052631578947,41,0.1804878048780488,45,0.11155555555555555,124,0.16362903225806455,12,20,recent_edge_fg_accuracy,<=,0.0833333333333333,rank_edge_giveaway_rate,<=,-13.0,,,,0.6
NFL-NW189,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+SPECIAL_TEAMS+TURNOVERS,1.3500806306306306,37,0.8072972972972974,24,0.4995833333333333,20,0.1115,81,0.544320987654321,11,16,recent_edge_giveaway_rate,>=,0.012346434070992575,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,rank_edge_punt_return_average,>=,-9.0,0.6875
NFL-NW190,LONG,TRIPLE,DOG35_49,AWAY,PASSING+THIRD_DOWN+TURNOVERS,0.8878615384615384,39,0.5084615384615384,25,0.3344,29,0.10793103448275862,93,0.3367741935483871,11,18,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,recent_edge_third_down_success,>=,0.053827385849444735,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.6111111111111112
NFL-NW191,LONG,PAIR,DOG35_44,AWAY,ELO+THIRD_DOWN,0.8578333333333332,36,0.4158333333333332,37,0.37,38,0.10763157894736841,111,0.29504504504504503,12,18,rank_edge_third_down_success,>=,5.0,elo_edge,<=,-17.9625373625478,,,,0.6666666666666666
NFL-NW192,MODERN,PAIR,PK_55,AWAY,EFFICIENCY+TRAVEL_FATIGUE,0.4937466642586967,51,0.2622647708293053,22,0.1874818934293914,37,0.10685266231777234,137,0.18828681521999252,16,19,recent_edge_early_down_epa,<=,-0.026492235164245426,adv_prior_road_miles_last2,<=,834.6920601773531,,,,0.8421052631578947
NFL-NW193,MODERN,TRIPLE,PK_55,AWAY,EFFICIENCY+PASSING+TRAVEL_FATIGUE,0.6271050563208374,30,0.2966477381359282,27,0.2818573181849091,28,0.10626754083275822,103,0.19108477786286696,12,17,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,adv_prior_road_miles_last2,<=,834.6920601773531,rank_edge_def_allowed_off_epa_per_play,<=,-7.0,0.7058823529411765
NFL-NW194,MODERN,TRIPLE,PK_55,AWAY,EFFICIENCY+PASSING+TRAVEL_FATIGUE,0.6271050563208374,30,0.2966477381359282,27,0.2818573181849091,28,0.10626754083275822,103,0.19108477786286696,12,17,rank_edge_def_allowed_off_epa_per_play,<=,-7.0,adv_prior_road_miles_last2,<=,834.6920601773531,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,0.7058823529411765
NFL-NW195,MODERN,PAIR,DOG35_49,AWAY,EFFICIENCY+PASSING,0.26274210839785583,73,0.10369863013698628,23,0.11304347826086956,52,0.1048076923076923,218,0.14972477064220183,13,20,rank_edge_pass_epa_per_dropback,>=,7.0,rank_edge_off_epa_per_play,>=,7.0,,,,0.65
NFL-NW196,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+RUSHING+SPECIAL_TEAMS,0.5355228703496057,25,0.3265325398557239,17,0.1783903304938818,25,0.10432947508832266,93,0.18890714853103127,13,16,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,8.0,rank_edge_def_allowed_rush_epa_per_carry,>=,-2.450000000000003,0.8125
NFL-NW197,LONG,TRIPLE,DOG20_34,AWAY,COACHING+PENALTY+RUSHING,0.9330645161290323,31,0.4080645161290323,25,0.48,22,0.10363636363636361,78,0.34525641025641035,11,15,rank_edge_penalty_yards,>=,9.0,recent_edge_rush_epa_per_carry,>=,-0.07548729880051086,coordinator_changes,>=,1.0,0.7333333333333333
NFL-NW198,MODERN,PAIR,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE,0.5344441776188441,37,0.24916666311873809,29,0.22727751450010597,33,0.10148411382610277,141,0.1325878959652365,15,19,rank_edge_def_allowed_explosive_rate,>=,1.0,rank_edge_early_down_epa,<=,7.0,,,,0.7894736842105263
NFL-NW199,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+RUSHING,0.8757060810810811,48,0.680625,37,0.1210810810810811,36,0.10055555555555556,121,0.33694214876033063,15,19,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,,,,0.7894736842105263
NFL-NW200,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+SPECIAL_TEAMS+TRAVEL_FATIGUE,1.0334576064908723,51,0.5047058823529412,29,0.47655172413793107,38,0.10026315789473687,118,0.367542372881356,15,19,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,adv_prior_road_miles_last3,>=,422.8974840393614,rank_edge_punt_return_average,>=,-6.0,0.7894736842105263
